News#,Title Content,match,score,Polarity
908,"IDB APPROVES TRADE, PROJECT LOANS TO MEMBERS","",0,Neutral
909,"Z-SEVEN FUND SEES HIGHER 1987 NET","",0,Neutral
910,"FRENCH STOCK BILL TO BE PRESENTED BEFORE JUNE","",0,Neutral
911,"JAGUAR OFFERS NEW LUXURY SEDAN","LUXURY",1,Positive
912,"SPANISH REFINER PLANS GASOLINE ADDITIVE PLANT","",0,Neutral
913,"WALL STREET STOCKS/U.S. OIL COMPANIES","",0,Neutral
914,"ROY F. WESTON INC <WSTNA> 4TH QTR NET","",0,Neutral
915,"MOBIL <MOB> TO UPGRADE REFINERY UNIT","",0,Neutral
916,"WARNER-LAMBERT <WLA> SUES MASON DISTRIBUTORS","SUES",-1,Negative
917,"NOVA <NOVX> TO GET BRADYKININ ANTAGONIST PATENT","ANTAGONIST, GET",-2,Negative
918,"BLOCKBUSTER <BBEC> TO ACQUIRE LICENSEE","BLOCKBUSTER",1,Positive
919,"BRAZIL SOY HARVEST 13 PCT COMPLETE - NEWSLETTER","",0,Neutral
920,"CONTEL <CTC> TO BUY WALKER COUNTY TELEPHONE","",0,Neutral
921,"COMPUDYNE <CDC> SEES COSTS FROM CLEAN-UP STUDY","",0,Neutral
922,"REUTERS TO CARRY SEAQ TWO-WAY U.K. SHARE QUOTES","",0,Neutral
923,"MULFORD SAYS G-6 WANTS STABILITY","STABILITY",1,Positive
924,"SYMBOL TECHNOLOGIES <SMBL> GETS CONTRACT","",0,Neutral
925,"THERMO PROCESS <TPSI> COMPLETES ACQUSITION","",0,Neutral
926,"SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.","",0,Neutral
927,"FRUEHAUF POSTS 20.3 MLN DLR 1986 LOSS","LOSS",-1,Negative
928,"MICHIGAN GENERAL <MGL> TO SELL KRESTMARK UNIT","",0,Neutral
929,"RABBIT SOFTWARE <RABT> TO MERGE WITH CTI DATA","",0,Neutral
930,"COMSTOCK GROUP INC <CSTK> 4TH QTR LOSS","LOSS",-1,Negative
931,"TIME <TL> SINKING FUND DEBENTURES YIELD 8.84 PCT","TIME, SINKING",0,Neutral
932,"MITSUBISHI UNIT TO SUPPLY CELLULAR TELEPHONE SYSTEMS","",0,Neutral
933,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION","",0,Neutral
934,"HEALTHMATE INC SAYS AUDITORS INTEND TO QUALIFY ITS FINANCIAL STATEMENTS","QUALIFY",1,Positive
935,"SWEDISH BANK, U.S. FIRM PLAN U.K. STOCK VENTURE","",0,Neutral
936,"HARSCO CORP <HSC> SETS QUARTERLY","",0,Neutral
937,"MILASTAR CORP <MILA> 3RD QTR JAN 31 LOSS","LOSS",-1,Negative
938,"BDM <BDM> GETSW ARMY CONTRACT","",0,Neutral
939,"BANK OF BOSTON EXPECTS 1ST QTR EARNINGS FROM 90 CTS TO 1.00 DLRS/SHR VS 79 CTS","",0,Neutral
940,"BANK OF BOSTON <BKB> SEES IMPROVED 1ST QUARTER","IMPROVED",1,Positive
941,"LIBYA REPORTEDLY BOUGHT WHITE SUGAR","SUGAR",-1,Negative
942,"USAIR GETS APPROVAL TO BUY 9,309,394 PIEDMONT SHARES IN TENDER","TENDER, APPROVAL",2,Positive
943,"FED EXPECTED TO ADD RESERVES","",0,Neutral
944,"WRIGHT SAYS HOUSE BUDGET COMMITTEE ON TARGET","",0,Neutral
945,"GE <GE> CREDIT SUES PHOENIX FINANCIAL <PHFC>","SUES",-1,Negative
946,"DOLLAR/YEN INTERVENTION RESPONDS TO PRESSURE","",0,Neutral
947,"WALL STREET STOCKS/U.S. OIL COMPANIES","",0,Neutral
948,"MULFORD SAYS GERMANY, JAPAN HAVE NOT YET LIVED UP TO INTERNATIONAL COMMITMENTS","",0,Neutral
949,"ORIENTAL FEDERAL INITIAL OFFERING UNDER WAY","",0,Neutral
950,"FARMERS COMMODITIES TO CLEAR FUTURES FOR CO-OPS","CLEAR",1,Positive
951,"FRANK B. HALL <FBH> DEBT MAY BE CUT BY MOODY'S","DEBT",-1,Negative
952,"NORCEN SEES IMPROVEMENT IN 1987 EARNINGS","IMPROVEMENT",1,Positive
953,"COCOA COUNCIL HEAD TO PRESENT BUFFER COMPROMISE","HEAD",-1,Negative
954,"SIEMENS REBUTTS U.S. CRITICISM ON CGCT OFFER","CRITICISM",-1,Negative
955,"MULFORD DISAPPOINTED IN NEWLY INDUSTRIALIZED (NICS) EFFORTS TO STRENGTHEN CURRENCIES","DISAPPOINTED",-1,Negative
956,"FORD <F> NEARS GM <GM> IN EXECUTIVE BONUSES","BONUSES",1,Positive
957,"MULFORD SAYS GERMANY, JAPAN SHOULD DO MORE","",0,Neutral
958,"EC GRANTS EXPORT LICENCES 197,000 TONNES  FREE MARKET MAIZE, ZERO BARLEY - PARIS TRADERS","FREE",1,Positive
959,"PIER 1 IMPORTS <PIR> DECLARES STOCK SPLIT","SPLIT",-1,Negative
960,"RCM TECHNOLOGIES <RCMT> ORDER INCREASED","",0,Neutral
961,"LANCER CORP <LACR> 4TH QTR NET","",0,Neutral
962,"THERMO PROCESS <TPSI> WINS 1.5 MLN DLR CONTRACT","WINS",1,Positive
963,"MACNEAL-SCHWENDLER CORP <MNS> 4TH QTR JAN 31 NET","",0,Neutral
964,"NICHOLS INSTITUTE <LAB> 1ST QTR FEB 28 NET","",0,Neutral
965,"FIRST MEDICAL DEVICES CORP <FMDC> YEAR LOSS","LOSS, FIRST",0,Neutral
966,"FIRST MEDICAL <FMDC> GETS ORDER","FIRST",1,Positive
967,"HEALTHMATE <HMTE> EXPECTS QUALIFIED OPINION","QUALIFIED",1,Positive
968,"BALLY <BLY> NAMES NEW CHIEF FINANCIAL OFFICER","",0,Neutral
969,"BRAZIL ASKS 60-DAY EXTENSION SHORT-TERM CREDIT","",0,Neutral
970,"HEALTHMATE INC <HMTE> 4TH QTR LOSS","LOSS",-1,Negative
971,"USAIR <U> CLEARED TO BUY PIEDMONT <PIE> SHARES","",0,Neutral
972,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE, FED SAYS","TWO",-1,Negative
973,"HOUSE OF FABRICS INC <HF> 4TH QTR JAN 31 NET","",0,Neutral
974,"GERMAN RETAILERS EXPECT GOOD 1987","GOOD",1,Positive
975,"GERMAN WAGE ROUND SAID TO LIMIT MONETARY OPTIONS","LIMIT",-1,Negative
976,"FOREIGN FIRMS HOPE TO JOIN JAPAN TELECOM COMPANY","",0,Neutral
977,"SIEMENS RAISES STAKE IN TELECOM PLUS OF U.S.","",0,Neutral
978,"FIRST INTERSTATE SEEKS ACQUISITION","FIRST",1,Positive
979,"ATLANTIC RESEARCH <ATRC> WINS MOTOR CONTRACT","WINS",1,Positive
980,"THOMAS AND BETTS <TNB> FILES PATENT SUIT","",0,Neutral
981,"HOUSE OF FABRICS <HF> SEES RESULTS IMPROVING","IMPROVING",1,Positive
982,"U.S. SENATE HITS EC OILS TAX, VOWS RETALIATION","",0,Neutral
983,"CROP GENETICS INITIAL OFFERING UNDERWAY","",0,Neutral
984,"KODAK <EK> BUYS STAKE IN BIOTECHNOLOGY COMPANY","",0,Neutral
985,"AVERY <AVY> 1ST QTR FEB 28 NET","",0,Neutral
986,"FORD <F> CREDIT UNIT SELLS NEW ZEALAND DLR FRNS","",0,Neutral
987,"IONICS <ION> WINS 20-YEAR DESALINATION CONTRACT","WINS",1,Positive
988,"FED SETS TWO BILLION DLR CUSTOMER REPURCHASE","TWO",-1,Negative
989,"SENATE SEEKS U.S. PROBE OF CANADIAN CORN LEVY","",0,Neutral
990,"RICOH REORGANIZES U.S. UNITS","",0,Neutral
991,"UNITED WATER <UWR>, BASE TEN <BASE> SET VENTURE","SET, WATER",-2,Negative
992,"KNIGHT-RIDDER INC <KRN> SETS QUARTERLY","",0,Neutral
993,"TECHNITROL INC <TNL> SETS QUARTERLY","",0,Neutral
994,"NATIONWIDE CELLULAR SERVICE INC <NCEL> 4TH QTR","",0,Neutral
995,"<A.H.A. AUTOMOTIVE TECHNOLOGIES CORP> YEAR NET","",0,Neutral
996,"BRAZIL SUGGESTS 60-DAY SHORT-TERM CREDIT EXTENSION","",0,Neutral
997,"EMHART <EMH> WINS FOUR COMMUNICATIONS CONTRACTS","WINS",1,Positive
998,"FLUOR <FLR> AND UNITS DOWNGRADED BY S/P","",0,Neutral
999,"BRUNSWICK CORP <BC> SELLS NOTES AT 8.199 PCT","",0,Neutral
1000,"ROGERS <ROG> SEES 1ST QTR NET UP SIGNIFICANTLY","",0,Neutral
